ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1481341855,BINKY HIGGINS (Empowerment + Ethics) x Design = Fun Fashion,Fashion,Fashion,USD,2013-06-21,30000.0,2013-05-22 16:13:07,10980.0,0,59,US,10980.0,10980.0,30000.0
1815225987,Hunter Poetry,Film & Video,Film & Video,USD,2011-04-21,10000.0,2011-03-21 09:32:20,942.0,0,12,US,942.0,942.0,10000.0
1756863641,VNTG8: Vintage Memory Card Case,Camera Equipment,Technology,USD,2017-11-29,7000.0,2017-11-01 17:34:12,3206.0,0,89,US,843.0,3206.0,7000.0
767849817,The Wills Sessions: a history of love,Country & Folk,Music,USD,2014-11-19,15259.0,2014-10-14 01:25:00,4138.0,0,42,US,4138.0,4138.0,15259.0
630729432,Folky-Dolls... Cute LED table lamps for kids of the world!,Product Design,Design,EUR,2015-07-20,130000.0,2015-06-09 06:13:23,1266.0,0,16,FR,1405.17,1384.88,142207.05
637106427,"After Death, Before Hell - a short animation film",Animation,Film & Video,GBP,2012-12-22,10000.0,2012-11-22 12:37:20,3700.0,0,78,GB,5886.67,5970.63,16136.84
374695190,"Post Production for ""Pull to Pieces""",Narrative Film,Film & Video,USD,2010-11-13,3500.0,2010-10-14 01:26:08,1190.0,0,15,US,1190.0,1190.0,3500.0
1491390604,Oualichi Gold - Caribbean Erotica,Fine Art,Photography,USD,2016-10-31,15000.0,2016-10-01 06:05:50,126.0,0,4,US,0.0,126.0,15000.0
1081188449,AQUATICA // Exclusive Playing Cards,Playing Cards,Games,GBP,2016-01-03,8000.0,2015-12-04 10:01:11,8125.0,1,123,GB,12129.42,11841.95,11659.77
941931720,"Ainsley, Allegra Gellar, & Scissors To Tape: 3EPsplit",Music,Music,USD,2011-07-02,750.0,2011-06-02 06:33:15,915.0,1,51,US,915.0,915.0,750.0
709908054,The Restricted Adventures of Raja the Cat,Children's Books,Publishing,USD,2014-10-19,18500.0,2014-09-19 16:35:33,19330.0,1,265,US,19330.0,19330.0,18500.0
410761137,Brush Playing Cards,Playing Cards,Games,USD,2015-09-06,7500.0,2015-08-02 18:11:12,1991.0,0,77,US,1991.0,1991.0,7500.0
763102779,Archive: Digital Tabletop Roleplaying Game,Tabletop Games,Games,USD,2015-08-03,50000.0,2015-07-01 18:10:02,19078.0,0,73,US,19078.0,19078.0,50000.0
295051584,Leonard Fisher's Painting Road Trip U.S.A. - Coast to Coast,Painting,Art,USD,2017-09-28,15000.0,2017-08-29 03:04:15,136.0,0,3,US,0.0,136.0,15000.0
933421678,Gwensday,Art,Art,USD,2014-07-21,500.0,2014-07-07 19:55:33,186.0,0,16,US,186.0,186.0,500.0
369147158,Prophysi. The Best Nutrition Supplement Line Ever!,Drinks,Food,USD,2017-08-18,10000.0,2017-07-19 18:30:33,0.0,0,0,US,0.0,0.0,10000.0
532546459,Chocolates and Cheesecake,Food,Food,USD,2014-10-17,1000.0,2014-09-17 16:29:37,50.0,0,2,US,50.0,50.0,1000.0
88999430,Greenhouse Growing,Farms,Food,USD,2015-06-13,3.0,2015-05-14 19:23:03,0.0,0,0,US,0.0,0.0,3.0
1210273542,Surf Shredder Trick Surfboard,Product Design,Design,USD,2014-10-28,25000.0,2014-09-29 21:01:07,10.0,0,1,US,10.0,10.0,25000.0
454700866,MONKII BARS 2 — A Gym You Can Take Anywhere,Product Design,Design,USD,2016-08-23,50000.0,2016-07-11 15:45:53,1073512.05,1,5938,US,63812.0,1073512.05,50000.0
716976330,"Burlap to Cashmere-Live Record, including new and old songs",Music,Music,USD,2012-11-09,30000.0,2012-10-10 22:31:27,12065.18,0,244,US,12065.18,12065.18,30000.0
1917149302,Slicease | Share Food Equally,Design,Design,GBP,2016-06-02,10000.0,2016-05-03 18:43:10,291.0,0,18,GB,425.16,419.98,14432.31
1103949044,Dreams Alive,Television,Film & Video,USD,2016-09-03,10000.0,2016-08-19 07:24:55,0.0,0,0,US,0.0,0.0,10000.0
797997937,Dan is Missing,Narrative Film,Film & Video,USD,2012-04-30,10000.0,2012-03-01 22:23:14,16636.0,1,39,US,16636.0,16636.0,10000.0
386164723,The Civilization of Light & Dark,Fiction,Publishing,CAD,2013-12-13,1500.0,2013-11-13 02:50:31,170.0,0,7,CA,162.26,159.55,1407.79
754683698,Pizzeria Boss -- Be the Boss!,Tabletop Games,Games,USD,2017-03-30,10000.0,2017-02-28 21:00:25,1561.0,0,56,US,640.0,1561.0,10000.0
1989170896,Moon Pine Studio at Handmade Arcade!,Jewelry,Fashion,USD,2015-11-18,500.0,2015-11-11 17:43:41,609.0,1,17,US,609.0,609.0,500.0
1402540771,Dave Martinez Debut EP,Music,Music,USD,2012-02-10,1500.0,2012-01-11 22:34:38,0.0,0,0,US,0.0,0.0,1500.0
713928330,FL2LED,Hardware,Technology,USD,2016-05-06,150000.0,2016-04-06 16:15:22,925.9,0,15,US,925.9,925.9,150000.0
1354951164,SHARE A RHYTHMIC VIEW,Poetry,Publishing,USD,2014-05-04,600.0,2014-04-04 03:17:45,0.0,0,0,US,0.0,0.0,600.0
31883537,Phann Music,Apps,Technology,AUD,2017-12-31,15000.0,2017-11-25 02:32:50,1.0,0,1,AU,0.76,0.78,11761.94
1870132448,Wild Hearts - A Short Film About Addiction and Recovery,Drama,Film & Video,USD,2017-10-06,10000.0,2017-09-06 01:17:00,10.0,0,1,US,0.0,10.0,10000.0
1915621170,Campus North - The Home of Startups in the North of England,Technology,Technology,GBP,2014-03-17,12000.0,2014-02-17 10:27:25,18160.0,1,164,GB,30411.99,29944.27,19786.96
1028579071,"DEMO Proyect BLADE: BEU now, RPG later by Kiishu Rave",Video Games,Games,MXN,2017-04-05,30000.0,2017-03-06 19:59:10,0.0,0,0,MX,0.0,0.0,1598.72
520934523,Fractales,Theater,Theater,MXN,2017-11-03,20000.0,2017-10-04 18:29:19,4150.0,0,11,MX,0.0,218.48,1052.91
328993533,Happy Couple Duo Premier Album,Classical Music,Music,USD,2013-05-03,3000.0,2013-04-17 19:47:55,3000.0,1,23,US,3000.0,3000.0,3000.0
1275266387,Brilliant Disguise: An ugly story of a beautiful redemption,Nonfiction,Publishing,USD,2013-08-04,5000.0,2013-07-10 02:25:56,1500.0,0,21,US,1500.0,1500.0,5000.0
1151455662,Baby Bestiary Volume 2 & Vol. 1 Reprint,Tabletop Games,Games,USD,2016-03-09,38000.0,2016-01-26 16:04:59,53265.0,1,1067,US,53265.0,53265.0,38000.0
1056081152,Missile Beach Party: Choking the Lightning Snake,Rock,Music,USD,2013-10-15,200.0,2013-09-15 18:53:28,388.0,1,10,US,388.0,388.0,200.0
884396217,Active LED PPE,Wearables,Technology,AUD,2014-12-12,20000.0,2014-11-12 12:58:35,0.0,0,0,AU,0.0,0.0,16538.49
1399509210,Be A Drifter: Help Elizabeth Arynn Release Her Debut Album,Indie Rock,Music,USD,2011-05-25,500.0,2011-05-04 05:46:56,585.0,1,24,US,585.0,585.0,500.0
896680530,Organic Sustainable Charitable Farm,Farms,Food,USD,2016-08-20,100000.0,2016-07-21 02:25:12,2.0,0,2,US,0.0,2.0,100000.0
466490080,At Dim Fom Makes a Live Recording,Jazz,Music,USD,2011-11-19,400.0,2011-11-09 04:24:22,566.0,1,12,US,566.0,566.0,400.0
1063918550,In Search of....,Art,Art,USD,2013-12-06,5000.0,2013-11-06 23:28:04,630.0,0,18,US,630.0,630.0,5000.0
985425372,Wingz on Wheelz L.A.,Food Trucks,Food,USD,2015-07-27,70000.0,2015-05-28 18:15:28,0.0,0,0,US,0.0,0.0,70000.0
513526300,Beneath the Surface,Documentary,Film & Video,USD,2009-12-13,8000.0,2009-09-15 05:38:59,1396.0,0,7,US,1396.0,1396.0,8000.0
663385163,"Ice Cube Tray & Dispenser (by Intelligent Innovations, Corp)",Product Design,Design,USD,2016-03-22,30000.0,2016-01-22 09:37:44,36.0,0,4,US,36.0,36.0,30000.0
1515953946,Munch Vegan Cafe,Vegan,Food,USD,2015-07-01,60000.0,2015-06-01 15:10:37,10.0,0,1,US,10.0,10.0,60000.0
1768506180,Homemade Laundry Soap,DIY,Crafts,USD,2015-08-16,600.0,2015-07-17 02:53:52,89.0,0,5,US,89.0,89.0,600.0
685819681,GAIA Multitool - A Next Generation 3D Printer,3D Printing,Technology,USD,2015-09-02,50000.0,2015-08-03 22:54:50,11875.88,0,30,US,11875.88,11875.88,50000.0
1791864986,Enlightening Little Minds,Children's Books,Publishing,USD,2017-05-19,9000.0,2017-04-19 10:44:31,111.0,0,4,US,1.0,111.0,9000.0
562770869,HONDURAS: United,Documentary,Film & Video,USD,2014-10-02,3000.0,2014-09-02 08:46:27,3106.0,1,20,US,3106.0,3106.0,3000.0
672935612,valeveil Poetic Duo Series: Harold Abramowitz & Leif Elggren,Poetry,Publishing,USD,2010-09-04,1250.0,2010-06-07 12:10:06,120.0,0,5,US,120.0,120.0,1250.0
590377081,An American Soldier (Project Orozco),Narrative Film,Film & Video,USD,2015-05-03,10000.0,2015-03-19 00:49:17,2140.0,0,27,US,2140.0,2140.0,10000.0
1491414443,Navy Dreams,Electronic Music,Music,USD,2015-05-04,200.0,2015-03-25 02:49:09,2.0,0,2,US,2.0,2.0,200.0
1546566337,Magical Jokers: The Adventure of Larry,Video Games,Games,CAD,2017-10-12,5000.0,2017-09-06 03:46:34,135.0,0,3,CA,8.07,108.01,4000.32
1914834776,GoldValley Juices,Drinks,Food,EUR,2015-12-12,30000.0,2015-11-07 12:17:02,1.0,0,1,ES,1.09,1.08,32507.99
815096360,Reimagining the Smoker - First Prototype,Food,Food,USD,2014-12-21,2200.0,2014-11-21 17:27:14,0.0,0,0,US,0.0,0.0,2200.0
2116978143,Notify Me - An Active Alert and Notification Service,Apps,Technology,NZD,2014-06-29,60000.0,2014-05-20 22:53:47,0.0,0,0,NZ,0.0,0.0,52438.38
303737680,Nick Line -- Little Hell,Pop,Music,USD,2012-09-01,500.0,2012-08-02 21:14:29,520.0,1,16,US,520.0,520.0,500.0
1047160060,The FreshCap™ Hits the Beer Scene-CO2 INJECTION SYSTEM,Product Design,Design,USD,2012-11-09,5000.0,2012-10-10 05:55:47,57315.0,1,390,US,57315.0,57315.0,5000.0
222568047,An Evening With Durang,Plays,Theater,USD,2014-09-19,1000.0,2014-09-10 01:09:39,1260.0,1,17,US,1260.0,1260.0,1000.0
459781907,CRYSKILL'M,Illustration,Art,USD,2013-12-20,5000.0,2013-11-20 22:49:03,202.0,0,3,US,202.0,202.0,5000.0
821534483,Weekend in Vegas,Tabletop Games,Games,USD,2014-07-18,20000.0,2014-06-12 14:50:11,5307.0,0,45,US,5307.0,5307.0,20000.0
1382815760,Stardust Fate - A Side Scrolling Open World / Commissions,Video Games,Games,MXN,2017-12-12,161500.0,2017-11-12 14:21:57,1030.0,0,4,MX,9.95,53.74,8425.94
801663035,THE SMART ASS,Thrillers,Film & Video,EUR,2015-08-31,20000.0,2015-07-09 19:15:45,78.0,0,4,DE,85.74,86.88,22275.93
1948492514,Art + Mastering the new NICKEL & DIME BAND w/ Rick Berlin CD,Indie Rock,Music,USD,2012-03-08,1500.0,2012-02-07 22:47:19,2710.0,1,53,US,2710.0,2710.0,1500.0
109725064,Stool Pigeon,Tabletop Games,Games,USD,2017-12-12,7500.0,2017-11-12 20:23:56,8915.0,1,147,US,2303.0,8915.0,7500.0
1034914476,Pinellas Park,Experimental,Film & Video,USD,2015-05-13,500.0,2015-04-28 00:37:36,170.0,0,4,US,170.0,170.0,500.0
2060541711,Mother 2 Daughter Life Workbook,Nonfiction,Publishing,USD,2014-11-09,15000.0,2014-10-04 21:05:11,0.0,0,0,US,0.0,0.0,15000.0
1761172984,I want to design and create a website for the first time.,Web,Technology,CAD,2014-11-01,100.0,2014-10-22 05:28:46,31.0,0,4,CA,27.51,27.12,87.47
977038726,Legend of the Myriad,Fiction,Publishing,USD,2016-09-19,40000.0,2016-08-20 06:45:11,0.0,0,0,US,0.0,0.0,40000.0
904385513,"Meet ORKA, the Smart Water Bottle",Technology,Technology,USD,2015-08-08,50000.0,2015-07-09 00:57:11,6106.0,0,126,US,6106.0,6106.0,50000.0
600090753,Knock knock...Sonic Surprise,Public Art,Art,USD,2012-07-07,500.0,2012-06-07 21:21:27,206.0,0,9,US,206.0,206.0,500.0
985951218,Classic wooden pen,Product Design,Design,USD,2016-02-09,100.0,2016-02-04 14:22:59,0.0,0,0,US,0.0,0.0,100.0
735053024,The HALF-WIDTH pool table,Product Design,Design,USD,2012-03-05,42000.0,2012-01-19 09:50:46,67.0,0,7,US,67.0,67.0,42000.0
1478692055,Help me Create my first Album!,Indie Rock,Music,USD,2014-08-10,2500.0,2014-07-11 07:49:53,130.0,0,7,US,130.0,130.0,2500.0
1095540211,Neon Knights - The Board Game,Tabletop Games,Games,CAD,2017-11-07,25000.0,2017-10-10 15:02:16,25921.0,1,334,CA,3446.06,20458.56,19731.65
838033414,Take Original Retro Pop/Appropriation Posters to Print,Conceptual Art,Art,USD,2017-04-23,2000.0,2017-03-23 23:20:11,1.0,0,1,US,0.0,1.0,2000.0
1885065632,CountryBall: World Domination (Android/iOS/PC),Video Games,Games,GBP,2016-04-07,2500.0,2016-03-23 17:10:34,50.0,0,2,GB,71.89,70.38,3518.85
124632546,The Halo Collar,Gadgets,Technology,USD,2016-09-03,80000.0,2016-07-05 06:09:00,4330.0,0,26,US,2655.0,4330.0,80000.0
420560303,Song of Horror,Video Games,Games,EUR,2015-07-03,75000.0,2015-06-03 18:25:25,18146.0,0,474,ES,19824.74,20134.7,83219.6
603099256,Bicycle Cinema Playing Cards,Playing Cards,Games,USD,2016-12-10,5000.0,2016-11-10 18:19:08,6046.0,1,268,US,1932.0,6046.0,5000.0
2036308127,Jordan of Legend,Fiction,Publishing,USD,2012-05-02,1500.0,2012-03-27 22:52:19,300.0,0,3,US,300.0,300.0,1500.0
190321125,PRE-ORDER the NEW CORE 10 ALBUM Produced by Ronnie King!!!,Rock,Music,USD,2013-09-23,2500.0,2013-08-09 21:41:32,2700.0,1,9,US,2700.0,2700.0,2500.0
1890294304,IT HAS BEGUN...,Music,Music,USD,2013-08-25,10000.0,2013-07-26 22:02:37,25.0,0,2,US,25.0,25.0,10000.0
1035901108,>1 - A sci-fi film about the walls that stand between us,Science Fiction,Film & Video,USD,2015-10-06,10000.0,2015-09-06 02:44:59,6695.0,0,79,US,6695.0,6695.0,10000.0
1192136566,"I Know You Are, But What Am I?",Music,Music,USD,2011-12-24,750.0,2011-10-25 14:33:16,30.0,0,1,US,30.0,30.0,750.0
742655851,You Can Stay or You Can Go - A feature film,Drama,Film & Video,USD,2015-01-17,14000.0,2014-12-16 15:07:42,14020.0,1,46,US,14020.0,14020.0,14000.0
649287306,Black Holes and Unicorns: Whim Grace's new album,Pop,Music,USD,2016-01-13,1000.0,2015-12-14 15:23:59,7764.0,1,43,US,7764.0,7764.0,1000.0
2061567981,Hali-PAC,Games,Games,CAD,2013-12-04,50000.0,2013-11-04 23:49:38,10.0,0,1,CA,9.59,9.39,46952.77
381025942,Not Your Average Collegiate Belt,Accessories,Fashion,USD,2017-01-18,3000.0,2016-12-19 22:32:23,535.0,0,10,US,55.0,535.0,3000.0
633048779,Hands of War 3,Video Games,Games,USD,2012-08-25,1500.0,2012-06-26 22:06:58,81.0,0,6,US,81.0,81.0,1500.0
60002507,Get Stabbed in Back to Europe!!!,Music,Music,USD,2012-08-14,1000.0,2012-06-15 15:41:41,1095.99,1,29,US,1095.99,1095.99,1000.0
447921755,There Will Be Fire - The Hartt School Senior Dance Concert,Dance,Dance,USD,2013-03-10,600.0,2013-02-22 18:27:58,1020.0,1,26,US,1020.0,1020.0,600.0
51217446,Project Manga,Graphic Novels,Comics,USD,2015-12-08,500.0,2015-11-25 19:58:47,2.0,0,1,US,2.0,2.0,500.0
2072912189,LOVE Album,R&B,Music,USD,2014-11-13,100000.0,2014-09-18 06:38:27,0.0,0,0,US,0.0,0.0,100000.0
236491705,Silence Is A Weapon: Fukushima And Our Nuclear World,Documentary,Film & Video,USD,2014-07-31,25000.0,2014-07-01 21:46:53,275.0,0,4,US,275.0,275.0,25000.0
168159731,Florence Art and Restoration Fair,Art,Art,EUR,2016-05-14,15000.0,2016-04-14 09:09:37,627.0,0,5,IT,712.9,703.43,16828.41
704386019,The Child's Eye,Art Books,Publishing,GBP,2013-05-14,3500.0,2013-04-14 04:29:35,88.0,0,5,GB,135.53,134.06,5331.95
1939851286,Twist and Sift Litterbox,Product Design,Design,USD,2016-10-09,10000.0,2016-08-10 21:00:52,2.0,0,2,US,0.0,2.0,10000.0
